pmid,type1,type2,id1,entity1_text,entity1_type,pred_label,id2,entity2_text,entity2_type,pred_score,same_sentence,sentence_window,entity1_is_pesticide,entity2_is_pesticide,relation_group,confidence_band,evidence_level,has_pesticide_flag_from_pipeline,entity1_canonical_text,entity1_validation_status,entity1_is_validated_chemical,entity1_is_validated_pesticide,entity1_remove_candidate,entity1_pesticide_dict_id,entity1_pesticide_name,entity1_pesticide_inchikey,entity1_pesticide_activity,entity1_pesticide_primary_activities,entity1_pesticide_compound_groups,entity1_pubchem_status,entity1_pubchem_cid,entity1_pubchem_iupac_name,entity1_pubchem_inchikey,entity1_pubchem_formula,entity2_canonical_text,entity2_validation_status,entity2_is_validated_chemical,entity2_is_validated_pesticide,entity2_remove_candidate,entity2_pesticide_dict_id,entity2_pesticide_name,entity2_pesticide_inchikey,entity2_pesticide_activity,entity2_pesticide_primary_activities,entity2_pesticide_compound_groups,entity2_pubchem_status,entity2_pubchem_cid,entity2_pubchem_iupac_name,entity2_pubchem_inchikey,entity2_pubchem_formula,has_validated_pesticide,has_validated_chemical,has_unvalidated_chemical,canonical_entity_pair,canonical_entity_type_pair
30125205,ChemicalEntity,OrganismTaxon,ChemicalEntity:30125205:22,salicylhydroxamic acid,ChemicalEntity,Conversion,OrganismTaxon:30125205:4,Phytophthora capsici,OrganismTaxon,2.2959e-41,True,0,False,False,Chemical transformation,Very low,Weak textual evidence,False,"N,2-dihydroxybenzamide",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,66644,"N,2-dihydroxybenzamide",HBROZNQEVUILML-UHFFFAOYSA-N,C7H7NO3,Phytophthora capsici,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,"N,2-dihydroxybenzamide -- Phytophthora capsici",ChemicalEntity -- OrganismTaxon
30125205,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:30125205:13,azoxystrobin,ChemicalEntity,EUADR-Association,GeneOrGeneProduct:30125205:15,QoI,GeneOrGeneProduct,2.3694278000000003e-38,True,0,True,False,General association,Very low,Weak textual evidence,True,azoxystrobin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00176,azoxystrobin,WFDXOXNFNRHQEC-GHRIWEEISA-N,fungicides (methoxyacrylate),{'fungicides'},{'methoxyacrylate'},not_checked,,,,,QoI,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,azoxystrobin -- QoI,ChemicalEntity -- GeneOrGeneProduct
30125205,ChemicalEntity,OrganismTaxon,ChemicalEntity:30125205:27,pyraclostrobin,ChemicalEntity,Negative_Correlation,OrganismTaxon:30125205:25,P. capsici,OrganismTaxon,5.930109,True,0,True,False,Negative effect,Moderate,Moderate textual evidence,True,pyraclostrobin,pesticide_dictionary_exact_match,True,True,False,TWPEST_01540,pyraclostrobin,HZRSNVGNWUDEFX-UHFFFAOYSA-N,fungicides (methoxycarbamate),{'fungicides'},{'methoxycarbamate'},not_checked,,,,,P. capsici,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,pyraclostrobin -- P. capsici,ChemicalEntity -- OrganismTaxon
30125205,ChemicalEntity,OrganismTaxon,ChemicalEntity:30125205:13,azoxystrobin,ChemicalEntity,Association,OrganismTaxon:30125205:14,P. capsici,OrganismTaxon,6.9176126,True,0,True,False,General association,Moderate,Moderate textual evidence,True,azoxystrobin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00176,azoxystrobin,WFDXOXNFNRHQEC-GHRIWEEISA-N,fungicides (methoxyacrylate),{'fungicides'},{'methoxyacrylate'},not_checked,,,,,P. capsici,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,azoxystrobin -- P. capsici,ChemicalEntity -- OrganismTaxon
30125205,ChemicalEntity,OrganismTaxon,ChemicalEntity:30125205:20,V8 medium,ChemicalEntity,Negative_Correlation,OrganismTaxon:30125205:19,P. capsici,OrganismTaxon,8.4987955,True,0,False,False,Negative effect,High,Strong textual evidence,False,V8 medium,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,P. capsici,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,True,V8 medium -- P. capsici,ChemicalEntity -- OrganismTaxon
30125205,ChemicalEntity,ChemicalEntity,ChemicalEntity:30125205:21,azoxystrobin,ChemicalEntity,Association,ChemicalEntity:30125205:22,salicylhydroxamic acid,ChemicalEntity,4.93453,True,0,True,False,General association,Low,Weak textual evidence,True,azoxystrobin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00176,azoxystrobin,WFDXOXNFNRHQEC-GHRIWEEISA-N,fungicides (methoxyacrylate),{'fungicides'},{'methoxyacrylate'},not_checked,,,,,"N,2-dihydroxybenzamide",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,66644,"N,2-dihydroxybenzamide",HBROZNQEVUILML-UHFFFAOYSA-N,C7H7NO3,True,True,False,"azoxystrobin -- N,2-dihydroxybenzamide",ChemicalEntity -- ChemicalEntity
30125205,ChemicalEntity,DiseaseOrPhenotypicFeature,ChemicalEntity:30125205:7,azoxystrobin,ChemicalEntity,Negative_Correlation,DiseaseOrPhenotypicFeature:30125205:8,oomycete,DiseaseOrPhenotypicFeature,7.8441105,True,0,True,False,Negative effect,High,Strong textual evidence,True,azoxystrobin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00176,azoxystrobin,WFDXOXNFNRHQEC-GHRIWEEISA-N,fungicides (methoxyacrylate),{'fungicides'},{'methoxyacrylate'},not_checked,,,,,oomycete,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,azoxystrobin -- oomycete,ChemicalEntity -- DiseaseOrPhenotypicFeature
30128723,ChemicalEntity,ChemicalEntity,ChemicalEntity:30128723:30,thiol,ChemicalEntity,Association,ChemicalEntity:30128723:31,MFO,ChemicalEntity,7.185733,True,0,False,False,General association,High,Strong textual evidence,False,sulfane,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,402,sulfane,RWSOTUBLDIXVET-UHFFFAOYSA-N,H2S,MFO,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,True,True,sulfane -- MFO,ChemicalEntity -- ChemicalEntity
30128723,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:30128723:28,HgCl2,ChemicalEntity,Association,GeneOrGeneProduct:30128723:26,AccSTIP1,GeneOrGeneProduct,10.062536,True,0,False,False,General association,Very high,Strong textual evidence,False,dichloromercury,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,24085,dichloromercury,LWJROJCJINYWOX-UHFFFAOYSA-L,Cl2Hg,AccSTIP1,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,dichloromercury -- AccSTIP1,ChemicalEntity -- GeneOrGeneProduct
30128723,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:30128723:24,kresoxim-methyl,ChemicalEntity,Association,GeneOrGeneProduct:30128723:5,Hsps,GeneOrGeneProduct,7.1700000000000014e-43,True,0,True,False,General association,Very low,Weak textual evidence,True,kresoxim-methyl,pesticide_dictionary_exact_match,True,True,False,TWPEST_01156,kresoxim-methyl,ZOTBXTZVPHCKPN-HTXNQAPBSA-N,fungicides (oximinoacetate),{'fungicides'},{'oximinoacetate'},not_checked,,,,,Hsps,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,kresoxim-methyl -- Hsps,ChemicalEntity -- GeneOrGeneProduct
30128723,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:30128723:22,CdCl2,ChemicalEntity,SUBSTRATE,GeneOrGeneProduct:30128723:26,AccSTIP1,GeneOrGeneProduct,2.2959e-41,True,0,False,False,Chemical transformation,Very low,Weak textual evidence,False,dichlorocadmium,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,24947,dichlorocadmium,YKYOUMDCQGMQQO-UHFFFAOYSA-L,CdCl2,AccSTIP1,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,dichlorocadmium -- AccSTIP1,ChemicalEntity -- GeneOrGeneProduct
30128723,ChemicalEntity,OrganismTaxon,ChemicalEntity:30128723:22,CdCl2,ChemicalEntity,EUADR-Association,OrganismTaxon:30128723:34,honeybees,OrganismTaxon,2.3694278000000003e-38,True,0,False,False,General association,Very low,Weak textual evidence,False,dichlorocadmium,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,24947,dichlorocadmium,YKYOUMDCQGMQQO-UHFFFAOYSA-L,CdCl2,honeybees,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,dichlorocadmium -- honeybees,ChemicalEntity -- OrganismTaxon
